1.500000000000000000e+01,0.000000000000000000e+00,2.900000000000000000e+01
1.400000000000000000e+01,0.000000000000000000e+00,2.900000000000000000e+01
1.300000000000000000e+01,0.000000000000000000e+00,2.900000000000000000e+01
1.200000000000000000e+01,0.000000000000000000e+00,2.900000000000000000e+01
1.100000000000000000e+01,0.000000000000000000e+00,2.900000000000000000e+01
1.000000000000000000e+01,0.000000000000000000e+00,2.900000000000000000e+01
9.000000000000000000e+00,0.000000000000000000e+00,2.900000000000000000e+01
8.000000000000000000e+00,0.000000000000000000e+00,2.900000000000000000e+01
7.000000000000000000e+00,0.000000000000000000e+00,2.900000000000000000e+01
6.000000000000000000e+00,0.000000000000000000e+00,2.900000000000000000e+01
5.000000000000000000e+00,0.000000000000000000e+00,2.900000000000000000e+01
4.000000000000000000e+00,0.000000000000000000e+00,2.900000000000000000e+01
3.000000000000000000e+00,0.000000000000000000e+00,2.900000000000000000e+01
2.000000000000000000e+00,0.000000000000000000e+00,2.900000000000000000e+01
1.000000000000000000e+00,0.000000000000000000e+00,2.900000000000000000e+01
9.000000000000000222e-01,0.000000000000000000e+00,2.900000000000000000e+01
8.000000000000000444e-01,0.000000000000000000e+00,2.900000000000000000e+01
6.999999999999999556e-01,0.000000000000000000e+00,2.900000000000000000e+01
5.999999999999999778e-01,0.000000000000000000e+00,2.900000000000000000e+01
5.000000000000000000e-01,0.000000000000000000e+00,2.900000000000000000e+01
4.000000000000000222e-01,0.000000000000000000e+00,2.900000000000000000e+01
2.999999999999999889e-01,0.000000000000000000e+00,2.900000000000000000e+01
2.000000000000000111e-01,0.000000000000000000e+00,2.900000000000000000e+01
1.000000000000000056e-01,0.000000000000000000e+00,3.000000000000000000e+01
8.000000000000000167e-02,0.000000000000000000e+00,2.900000000000000000e+01
7.000000000000000666e-02,0.000000000000000000e+00,2.900000000000000000e+01
5.000000000000000278e-02,0.000000000000000000e+00,2.900000000000000000e+01
4.000000000000000083e-02,0.000000000000000000e+00,2.900000000000000000e+01
2.999999999999999889e-02,0.000000000000000000e+00,2.800000000000000000e+01
2.000000000000000042e-02,0.000000000000000000e+00,3.100000000000000000e+01
1.000000000000000021e-02,0.000000000000000000e+00,2.900000000000000000e+01
8.000000000000000167e-03,0.000000000000000000e+00,2.900000000000000000e+01
4.000000000000000083e-03,0.000000000000000000e+00,3.000000000000000000e+01
1.000000000000000021e-03,0.000000000000000000e+00,3.000000000000000000e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
